path,height,weight,BMI
../data/raw/images/m_467.jpg,1.73,71.0,23.72281065
../data/raw/images/m_468.jpg,1.93,102.0,27.38328546
../data/raw/images/m_469.jpg,1.7,77.0,26.64359862
../data/raw/images/m_470.jpg,1.75,66.0,21.55102041
../data/raw/images/m_471.jpg,1.83,78.0,23.29122996
../data/raw/images/m_472.jpg,1.88,79.0,22.35174287
../data/raw/images/m_473.jpg,1.89,78.0,21.83589485
../data/raw/images/m_474.jpg,1.88,84.0,23.76641014
../data/raw/images/m_475.jpg,1.88,104.0,29.42507922
../data/raw/images/m_476.jpg,1.78,84.0,26.51180407
../data/raw/images/m_477.jpg,1.75,71.0,23.18367347
../data/raw/images/m_478.jpg,1.88,90.0,25.46401086
../data/raw/images/m_479.jpg,1.83,78.0,23.29122996
../data/raw/images/m_480.jpg,1.78,72.0,22.72440348
../data/raw/images/m_481.jpg,1.71,75.0,25.64891762
../data/raw/images/m_482.jpg,1.82,102.0,30.79338244
../data/raw/images/m_483.jpg,1.96,100.0,26.03082049
../data/raw/images/m_484.jpg,1.71,79.0,27.01685989
../data/raw/images/m_485.jpg,2.21,120.0,24.56952151
../data/raw/images/m_486.jpg,1.91,90.0,24.67037636
../data/raw/images/m_487.jpg,1.89,88.0,24.63536855
../data/raw/images/m_488.jpg,2.11,129.0,28.97509041
../data/raw/images/m_489.jpg,1.91,90.0,24.67037636
../data/raw/images/m_490.jpg,1.88,82.0,23.20054323
../data/raw/images/m_491.jpg,1.83,90.0,26.8744961
../data/raw/images/m_492.jpg,1.72,74.0,25.01352082
../data/raw/images/m_493.jpg,1.93,82.0,22.0140138
../data/raw/images/m_494.jpg,1.98,109.0,27.80328538
../data/raw/images/m_495.jpg,2.29,141.0,26.88735913
../data/raw/images/m_496.jpg,1.73,75.0,25.05930703
../data/raw/images/m_497.jpg,1.83,86.0,25.68007405
../data/raw/images/m_498.jpg,1.7,100.0,34.60207612
../data/raw/images/m_499.jpg,1.91,88.0,24.12214577
../data/raw/images/m_500.jpg,1.88,83.0,23.48347669
../data/raw/images/m_501.jpg,1.75,70.0,22.85714286
../data/raw/images/m_502.jpg,2.06,116.0,27.33528136
../data/raw/images/m_503.jpg,1.95,95.0,24.98356345
../data/raw/images/m_504.jpg,2.21,118.0,24.16002948
../data/raw/images/m_505.jpg,1.93,155.0,41.61185535
../data/raw/images/m_506.jpg,2.08,113.0,26.11871302
../data/raw/images/m_507.jpg,1.91,80.0,21.92922343
../data/raw/images/m_508.jpg,2.02,80.0,19.60592099
../data/raw/images/m_509.jpg,1.91,116.0,31.79737398
../data/raw/images/m_510.jpg,1.93,111.0,29.7994577
../data/raw/images/m_511.jpg,1.88,109.0,30.83974649
../data/raw/images/m_512.jpg,1.78,75.0,23.67125363
../data/raw/images/m_513.jpg,2.21,137.0,28.05020372
