path,height,weight,BMI
../data/raw/images/f_468.jpg,1.72,56.0,18.92915089
../data/raw/images/f_469.jpg,1.7,52.0,17.99307958
../data/raw/images/f_470.jpg,1.63,55.0,20.70081674
../data/raw/images/f_471.jpg,1.68,54.0,19.13265306
../data/raw/images/f_472.jpg,1.76,64.0,20.66115702
../data/raw/images/f_473.jpg,1.8,59.0,18.20987654
../data/raw/images/f_474.jpg,1.65,73.0,26.81359045
../data/raw/images/f_475.jpg,1.7,57.0,19.72318339
../data/raw/images/f_476.jpg,1.63,100.0,37.63784862
../data/raw/images/f_477.jpg,1.75,58.0,18.93877551
../data/raw/images/f_478.jpg,1.65,53.0,19.46740129
../data/raw/images/f_479.jpg,1.65,65.0,23.87511478
../data/raw/images/f_480.jpg,1.73,54.0,18.04270106
../data/raw/images/f_481.jpg,1.79,57.0,17.78970694
../data/raw/images/f_482.jpg,1.73,79.0,26.3958034
../data/raw/images/f_483.JPG,1.68,55.0,19.48696145
../data/raw/images/f_484.jpg,1.65,58.0,21.30394858
../data/raw/images/f_485.jpg,1.49,47.0,21.17021756
../data/raw/images/f_486.jpg,1.64,55.0,20.44913742
../data/raw/images/f_487.JPG,1.73,59.0,19.71332153
../data/raw/images/f_488.jpg,1.57,50.0,20.28479857
../data/raw/images/f_489.jpg,1.67,54.0,19.36247266
../data/raw/images/f_490.jpg,1.7,54.0,18.68512111
../data/raw/images/f_491.jpg,1.78,64.0,20.19946976
../data/raw/images/f_492.jpg,1.8,64.0,19.75308642
../data/raw/images/f_493.jpg,1.55,50.0,20.81165453
../data/raw/images/f_494.jpg,1.7,54.0,18.68512111
../data/raw/images/f_495.jpg,1.55,60.0,24.97398543
../data/raw/images/f_496.jpg,1.68,60.0,21.2585034
../data/raw/images/f_497.jpg,1.61,52.0,20.06095444
../data/raw/images/f_498.jpg,1.63,49.0,18.44254582
../data/raw/images/f_499.jpg,1.66,50.0,18.14486863
../data/raw/images/f_500.jpg,1.65,59.0,21.67125803
../data/raw/images/f_501.jpg,1.68,61.0,21.61281179
../data/raw/images/f_502.jpg,1.83,58.0,17.31911971
../data/raw/images/f_503.jpg,1.65,59.0,21.67125803
../data/raw/images/f_504.jpg,1.61,52.0,20.06095444
../data/raw/images/f_505.jpg,1.3,80.0,47.33727811
../data/raw/images/f_506.jpg,1.58,51.0,20.42941836
../data/raw/images/f_507.jpg,1.7,54.0,18.68512111
../data/raw/images/f_508.jpg,1.63,52.0,19.57168128
../data/raw/images/f_509.jpg,1.68,55.0,19.48696145
../data/raw/images/f_510.jpg,2.18,101.0,21.25241983
../data/raw/images/f_511.jpg,1.7,55.0,19.03114187
../data/raw/images/f_512.jpg,1.67,72.0,25.81663021
../data/raw/images/f_513.jpg,1.71,64.0,21.88707637
